place_id,nome,endereco,capital_busca,motivo_descarte,categorias_google,avaliacao_media,volume_avaliacoes,site_ou_rede_social
ChIJR027YxB-mQARNQF8yHujAtI,Point HQ,"Rua Conde de Bonfim, 685 - Sl 214 - Tijuca, Rio de Janeiro - RJ, 20520-052, Brazil",Rio de Janeiro,categoria_incompativel,book_store;store;point_of_interest;establishment,4.5,203,
ChIJ0zYc8D9RzpQReJKcEHzxZrM,Point da Amizade,"Unnamed Road - Jardim Mirante, São Paulo - SP, 05801-110, Brazil",São Paulo,sem_termo_chave,bar;point_of_interest;association_or_organization;establishment,5,1,
ChIJO7xc2qZbzpQRfyZR6yK538I,Polar Jogos,"Alameda dos Nhambiquaras, 2013 - Moema, São Paulo - SP, 04090-013, Brazil",São Paulo,categoria_incompativel,toy_store;event_venue;service;store;point_of_interest;establishment,4.8,189,http://polarjogos.com.br/
ChIJZeLd3Nn3zpQRUACWDZ_zURE,Polvo Ludoteca,"R. Pedro Doll, 71 - Santana, São Paulo - SP, 02404-000, Brazil",São Paulo,categoria_incompativel,association_or_organization;point_of_interest;establishment,5,8,https://www.polvoludoteca.com.br/
ChIJC9M07ZobFgcRGE8occQY_kw,Ponte Aérea Bar,"R. São Paulo, 404 - Pituba, Salvador - BA, 41830-181, Brazil",Salvador,sem_termo_chave,restaurant;food;point_of_interest;establishment,4.3,2146,
ChIJm2v18fYfqwcRmHi09LuUyBc,Ponto Cego speakeasy,"R. Est. Jeremias Bastos, 173 - Pina, Recife - PE, 51011-040, Brazil",Recife,sem_termo_chave,pub;bar;point_of_interest;establishment,4.9,789,https://www.instagram.com/ponto_cego_speakeasy
ChIJ90N4ZjKP9gcRyEGViFcePbs,Ponto de fuga Gastrobar,"R. Ademar de Barros, 291 - segundo andar - Fatima, São Luís - MA, 65030-030, Brazil",São Luís,sem_termo_chave,liquor_store;night_club;karaoke;snack_bar;meal_takeaway;bar;restaurant;store;point_of_interest;food;establishment,4.7,23,
ChIJVSU8VJlfzpQRUKpj8DVvpVg,PopHaus - Tatuapé,"R. Euclides Pacheco, 483 - Vila Gomes Cardim, São Paulo - SP, 03321-000, Brazil",São Paulo,sem_termo_chave,event_venue;point_of_interest;establishment,4.9,15104,https://pophaus.com.br/
ChIJQ1LOD11_mQARhRZgDPbKygk,Portal Rio,"R. do Lavradio, 163 - Lapa, Rio de Janeiro - RJ, 20230-070, Brazil",Rio de Janeiro,sem_termo_chave,cocktail_bar;night_club;bar;point_of_interest;establishment,4.5,566,https://www.sympla.com.br/produtor/portalrio
ChIJ1TsfDQB5GZURgF65pRWt-ZI,Porto Carioca Bar,"R. da República, 188 - Cidade Baixa, Porto Alegre - RS, 90050-320, Brazil",Porto Alegre,sem_termo_chave,bar;point_of_interest;establishment,4.6,827,https://www.portocariocabar.com.br/
ChIJRW0tKfAXuAARxELYUzaZNSg,Pra Brincar Brinquedoteca,"Poseidon Plaza - R. da Grécia, 320 - Lj 04 - Santa Luíza, Vitória - ES, 29045-225, Brazil",Vitória,categoria_incompativel,toy_store;child_care_agency;school;educational_institution;store;point_of_interest;service;establishment,5,2,
ChIJU4hSt_ClGgcRvnH6N4d9Tj4,Prainha Bar,"Estr. Matapoã, 2288 - Matapoã, Aracaju - SE, 49008-250, Brazil",Aracaju,sem_termo_chave,restaurant;bar;point_of_interest;food;establishment,4.4,1754,http://prainhabar.com/?utm_source=gmb&utm_medium=referral
ChIJcbCZuYvDrAcRMvte0H3dO6Y,Praiô Beach Club,"Av dos pescadores em - frente ao n 36 - Ponta do Seixas, João Pessoa - PB, 58033-455, Brazil",João Pessoa,sem_termo_chave,bar;point_of_interest;establishment,4.4,1159,
ChIJ3aUXP2rdrAcRamOHbgvNi1U,Psi Com Jogos | Loja de Jogos Educativos,"Av. Pres. Epitácio Pessoa, 2400 - sala 1 - Estados, João Pessoa - PB, 58042-006, Brazil",João Pessoa,categoria_incompativel,store;point_of_interest;establishment,5,66,https://psicomjogos.com.br/
ChIJMbKFl8NcMpIRo5zkyWGB8BM,Pub Bar Informal,"R. Brasília, 1962 - Km 1, Porto Velho - RO, 76804-098, Brazil",Porto Velho,sem_termo_chave,cocktail_bar;bar;point_of_interest;establishment,4.6,840,http://informalpub.com/
ChIJ-czcxgOzGgcR56O579iIGkQ,Pub baco,"R. Simão Dias, 525 - Centro, Aracaju - SE, 49010-430, Brazil",Aracaju,sem_termo_chave,bar_and_grill;bar;restaurant;food;point_of_interest;establishment,4.7,135,https://instagram.com/pub_baco?igshid=MzNlNGNkZWQ4Mg==
ChIJe6qJDarNJJMRwyYvIw18U9o,Puerto Rico,"110N - Av. Juscelino Kubitscheck, 24 - sala 1 - Plano Diretor Norte, Palmas - TO, 77006-130, Brazil",Palmas,sem_termo_chave,gastropub;bar;restaurant;food;point_of_interest;establishment,4.9,160,https://linkbio.co/puertoricoboardgames
ChIJ2Q-vdIoHk40RkWALvG2Z8sg,Pula Pula do Bilu,"R. Pernambuco, 17 - Dos Estados, Boa Vista - RR, 69305-540, Brazil",Boa Vista,sem_termo_chave,point_of_interest;establishment,5,1,https://instagram.com/pulapuladobilu?igshid=M2RkZGJiMzhjOQ==
ChIJT4QZkwCX9gcRN9NWrbAr7Gc,Pule & Brinque - Aluguel de brinquedos infantis para festas,"Av. Dois, quadra 11, 23 - Conj. Hab. Turu, São Luís - MA, 65066-710, Brazil",São Luís,categoria_incompativel,service;point_of_interest;establishment,4.9,56,"https://api.whatsapp.com/send?phone=5598988926730&text=Ol%C3%A1%20vim%20pelo%20google%20,%20gostaria%20de%20mais%20informa%C3%A7%C3%B5es."
ChIJ33-Qz-Z5GZURZOEE6W88OkI,Pulo do Gato Quintal de Infâncias,"R. Vicente da Fontoura, 1164 - Santana, Porto Alegre - RS, 90620-132, Brazil",Porto Alegre,sem_termo_chave,preschool;child_care_agency;school;educational_institution;point_of_interest;service;establishment,4.8,22,http://www.quintalpulodogato.com.br/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=6974792973652616074
ChIJt3cLxtobFgcRNKs3FUd9_Js,Purgatório Bar,"R. Alexandre Herculano, 45 - Pituba, Salvador - BA, 41810-395, Brazil",Salvador,sem_termo_chave,bar;point_of_interest;establishment,4.3,162,https://purgatoriobar.com.br/
ChIJJemnGQ0bbJIROuFyAZnZ_aA,Putiringa - Jogos de Tabuleiro,"R. Padre Monteiro de Noronha, 575 - Flores, Manaus - AM, 69028-140, Brazil",Manaus,categoria_incompativel,association_or_organization;point_of_interest;establishment,5,17,https://putiringa.lends.com.br/
ChIJ_zg_6ofohpQR3xcNh4iI9fw,QUINTAL SER CRIANCA,"Av. Mato Grosso, 1567 - Centro - Centro, Campo Grande - MS, 79002-231, Brazil",Campo Grande,sem_termo_chave,amusement_center;sports_activity_location;child_care_agency;service;point_of_interest;establishment,4.9,49,https://www.instagram.com/quintalsercrianca/
ChIJkaqD3eT_sgcR_MysgZPZmB0,Qi+4 Jogos Inteligentes,"Prédio do NIT, 1º - Av. Sen. Salgado Filho, 1559 - Andar, Sala 01 - Tirol, Natal - RN, 59015-000, Brazil",Natal,categoria_incompativel,store;point_of_interest;establishment,,,
ChIJmwx_aCeN9gcRnuK_aUxRJyU,Qu4tro,"Avenida Ivan Loureiro, número 04, loja 17 - Champs Mall Península - Ponta D'areia, São Luís - MA, 65077-558, Brazil",São Luís,sem_termo_chave,bar;point_of_interest;establishment,4.5,225,https://www.instagram.com/qu4trobar/
ChIJgZzxubI7WpMRXg4ZeAainQc,Quadrado ao Cubo,"SEPN 509, Bloco D - Edifício Isis - Sobreloja 45 - Asa Norte, Brasília - DF, 70750-500, Brazil",Brasília,categoria_incompativel,store;point_of_interest;establishment,5,25,https://www.quadradoaocubo.com.br/
ChIJOZTdEYo3jgcRZIQY9bnZXZ8,Queen Pub & Cine,"R. David Caldas, 228-A - Centro (Sul), Teresina - PI, 64001-270, Brazil",Teresina,sem_termo_chave,bar;point_of_interest;establishment,4,34,
ChIJe0N9xM0ZqwcRe7ntDSz_BM0,Queridas do Conclave,"R. João Ramos - Graças, Recife - PE, 52011-080, Brazil",Recife,sem_termo_chave,point_of_interest;association_or_organization;establishment,,,
ChIJcwuROzM5jgcR11HeU67x_0E,Quintal Aroeira,"R. Hugo Napoleão, 261 - Jóquei, Teresina - PI, 64049-280, Brazil",Teresina,sem_termo_chave,food_court;beer_garden;bar;athletic_field;sports_activity_location;restaurant;food;point_of_interest;establishment,4.6,185,
ChIJI0xonYzn3JQRaPSqX_zQ9yA,Quintal Brincante - Gastronomia,"Rua Leão Sallum, 1316 - Boa Vista, Curitiba - PR, 82540-050, Brazil",Curitiba,sem_termo_chave,brazilian_restaurant;restaurant;food;point_of_interest;establishment,4.6,2795,https://www.getinapp.com.br/curitiba/quintal-gastronomia-e-lazer
ChIJXV7o6bA5jgcRek4NhIxQ8zo,Quintal Espaço de Brincar,"R. Anfrísio Lobão, 1550 - Jóquei, Teresina - PI, 64051-152, Brazil",Teresina,sem_termo_chave,point_of_interest;establishment,4.8,4,
ChIJ0zpzagaXpgARk5hQnsq4YmU,Quintal da Play,"R. Perdões, 269 - Carlos Prates, Belo Horizonte - MG, 30710-520, Brazil",Belo Horizonte,sem_termo_chave,bar;point_of_interest;establishment,4.1,602,https://instagram.com/quintal_da_play?utm_medium=copy_link
ChIJmbgFPD55mQAR-cPX8PTm0y4,Quintal de Casa Brinquedoteca e Recreação,"Ilha do Governador - R. Gáspar Magalhães, 373 - Jardim Guanabara, Rio de Janeiro - RJ, 21940-120, Brazil",Rio de Janeiro,categoria_incompativel,sports_activity_location;point_of_interest;establishment,4.8,24,
ChIJb9OniUUbFgcRAPVDD2gHRIo,Quintal dos Brinquedos,"R. Bicuíba, 1390 - Patamares, Salvador - BA, 41680-050, Brazil",Salvador,categoria_incompativel,point_of_interest;establishment,5,1,https://www.instagram.com/quintaldosbrinquedos_/
ChIJfQi_DUHphpQR7dwrCi8EHaM,Quiosque Afonso Pena,"Rua Dr. Mário Édson de Barros, 64 - Chácara Cachoeira, Campo Grande - MS, 79040-041, Brazil",Campo Grande,sem_termo_chave,cocktail_bar;bar;point_of_interest;establishment,4.6,874,
ChIJl1es1PE5jgcRGHQEfrkZQvg,Quiosque Cajueiro,"em frente ao Shopping Riverside - Av. Raul Lopes, 201 - Jóquei, Teresina - PI, 64046-010, Brazil",Teresina,sem_termo_chave,hamburger_restaurant;cocktail_bar;cultural_center;bar;live_music_venue;event_venue;american_restaurant;store;restaurant;food;point_of_interest;establishment,3.9,99,
ChIJn5YDDe45jgcR2FvO9zE2U8M,Quiosque Caneleiro,"64048-065 - Av. Raul Lopes, 431 - Jóquei, Teresina - PI, 64048-065, Brazil",Teresina,sem_termo_chave,bar;point_of_interest;establishment,4.3,952,
ChIJ0eisIebLJJMRgjIwa96NpMs,Quiosque Rio,"Q. 104 Norte Avenida LO 2 - Plano Diretor Sul, Palmas - TO, 77006-034, Brazil",Palmas,sem_termo_chave,bar_and_grill;bar;restaurant;food;point_of_interest;establishment,4.2,507,https://www.instagram.com/quiosqueriopalmas?igsh=YzljYTk1ODg3Zg==
ChIJ00Jd-wu7GgcRwx0cXe4FIys,Quiosque Sete,"Av. Inácio Barbosa, 9005 - Gameleira, Aracaju - SE, 49006-450, Brazil",Aracaju,sem_termo_chave,bar;athletic_field;sports_activity_location;event_venue;restaurant;point_of_interest;food;establishment,4.3,767,
ChIJFZqkv_xdMpIRvDfiA5KEZis,Quiosque da sul,"Av. Jatuarana, 5467 - Nova Floresta, Porto Velho - RO, 76807-525, Brazil",Porto Velho,sem_termo_chave,brunch_restaurant;restaurant;food;point_of_interest;establishment,4.5,62,https://www.instagram.com/quiosquesul?igsh=NmN4bHAxZnN0dWZw
ChIJxdfaXGNZzpQRhb1uhFqtZGU,Quiz Eventos,"R. Caiacanga, 168 - Mirandópolis, São Paulo - SP, 04051-040, Brazil",São Paulo,categoria_incompativel,point_of_interest;service;establishment,4.8,16,http://www.quizeventos.com.br/
ChIJy9s6rA1JxwcR2ZFE4y9mcpU,R.v brinquedos,"R. Carlos Câmara, 1739 - Jardim América, Fortaleza - CE, 60040-531, Brazil",Fortaleza,categoria_incompativel,point_of_interest;establishment,,,
ChIJ1SAzAGF_mQARQgP-yrPBxbQ,RED jogos,"Av. Treze de Maio, 23 - sala 533 - Centro, Rio de Janeiro - RJ, 20031-902, Brazil",Rio de Janeiro,categoria_incompativel,point_of_interest;association_or_organization;store;establishment,4.7,800,http://www.redjogos.com.br/
ChIJARBcJC1GAQcRbnEXpL1UqG8,RI HAPPY,"Av. Menino Marcelo, 3800 - loja número 10 - Cidade Universitária, Maceió - AL, 57081-385, Brazil",Maceió,sem_termo_chave,toy_store;point_of_interest;store;establishment,4.5,1046,http://www.rihappy.com.br/
ChIJT2cQ8WwfqwcRt0YgYzfsFlY,RPG & Coffee,"Av. Conselheiro Aguiar, 4880 - sala 22 - Boa Viagem, Recife - PE, 51021-020, Brazil",Recife,sem_termo_chave,coffee_shop;food_store;cafe;store;food;point_of_interest;establishment,5,73,http://rpgecoffee.com.br/
ChIJ3SukOn9PAQcRb_Lb03rPwwY,RPG de Mesa Paga - TD Santos,"R. Dr. Virgílio Guedes, 1142B - Ponta Grossa, Maceió - AL, 57014-002, Brazil",Maceió,sem_termo_chave,point_of_interest;association_or_organization;establishment,,,http://tdsantos.td/
ChIJvdKeBx7n3JQRxBzRBy23XWM,RaXaKuKa Jogos & Desafios Cognitivos,"R. Dr. Bezerra de Menezes, 68 - Lj 04 - Ahú, Curitiba - PR, 80540-190, Brazil",Curitiba,categoria_incompativel,toy_store;book_store;store;point_of_interest;establishment,4.9,32,http://www.raxakuka.com.br/
ChIJbw_kz8pJxwcRpkQDVPNJ9Vc,Radar Pub,"R. Carlos Vasconcelos, 834 - Meireles, Fortaleza - CE, 60115-170, Brazil",Fortaleza,sem_termo_chave,cocktail_bar;bar;point_of_interest;establishment,4.2,302,
ChIJE9WkF7kXuAARoy_5zF3Wves,Radical Kids,"R. Ari Siqueira, 70 - Enseada do Suá, Vitória - ES, 29055-095, Brazil",Vitória,sem_termo_chave,amusement_center;point_of_interest;establishment,5,60,https://www.radicalkidsvix.com.br/
ChIJ43pyG7A5jgcRDFoJi0zdaxo,Rambeer FC,"Av. Raul Lopes, 2355 - Fátima, Teresina - PI, 64049-548, Brazil",Teresina,sem_termo_chave,restaurant;food;point_of_interest;establishment,4.1,68,
ChIJdTIeWNH4sgcRCuNhFT5nl6U,Rastapé House of Forro,"R. Aristídes Porpino Filho, 2198 - Ponta Negra, Natal - RN, 59090-720, Brazil",Natal,sem_termo_chave,live_music_venue;bar;event_venue;point_of_interest;establishment,4.5,1629,https://rastapecasadeforro.com.br/
ChIJQ_ja4-gBswcRwGsm7jz3Wns,Real Botequim Petrópolis,"Rua Trairi, 701 - Petrópolis, Natal - RN, 59020-150, Brazil",Natal,sem_termo_chave,cocktail_bar;bar_and_grill;brazilian_restaurant;live_music_venue;bar;event_venue;restaurant;food;point_of_interest;establishment,4.5,200,
ChIJIyD7-BpJxwcRujtPCyXsw3A,Reboot Comic Store,"Av. Carapinima, 2200 - Lj 127 - Terreo - Benfica, Fortaleza - CE, 60015-290, Brazil",Fortaleza,sem_termo_chave,book_store;point_of_interest;store;establishment,4.7,728,http://www.rebootcomics.com.br/
ChIJm40OVMUXuAARB7Z_w_teJvk,Recanto Gastrobar,"R. Ulisses Sarmento, 232 - Praia do Suá, Vitória - ES, 29052-320, Brazil",Vitória,sem_termo_chave,bar;bar_and_grill;restaurant;food;point_of_interest;establishment,4.6,791,https://www.instagram.com/recantovix/
ChIJmb0wSqoZqwcRS3ocCVfIk4s,Recanto Paraibano,"Av. Dezessete de Agosto, 248 - Parnamirim, Recife - PE, 52060-590, Brazil",Recife,sem_termo_chave,bar;buffet_restaurant;restaurant;food;point_of_interest;establishment,4.6,3948,https://delivery.recantoparaibano.com.br/
ChIJUczSoXHxXpMRZz37gbu9jdY,Recreio Bar,"R. T-60, 95 - Qd 127 Lt 01 - St. Bueno, Goiânia - GO, 74223-165, Brazil",Goiânia,sem_termo_chave,cocktail_bar;bar;restaurant;food;point_of_interest;establishment,4.8,641,https://www.instagram.com/playnorecreio/
ChIJ7bVC4tmZpgARViK85gXU6OM,Redentor Bar,"R. Fernandes Tourinho, 500 - Savassi, Belo Horizonte - MG, 30112-004, Brazil",Belo Horizonte,sem_termo_chave,pub;bar;restaurant;food;point_of_interest;establishment,4.6,9864,http://www.redentorbar.com.br/
ChIJg8nBQmtJxwcRNmLMketFjys,Redzone Cards e Games,"Av. Edilson Brasil Soares, 770 - Segundo piso, Sala 3 - Edson Queiroz, Fortaleza - CE, 60821-775, Brazil",Fortaleza,categoria_incompativel,toy_store;store;point_of_interest;establishment,4.6,145,
ChIJ4b2SSrM3J5URkj_5Y-whCXQ,Refúgio Floripa,"Av. Santa Catarina, 1481 - Lj 1 - Canto, Florianópolis - SC, 88075-500, Brazil",Florianópolis,sem_termo_chave,store;point_of_interest;establishment,5,53,https://refugio.floripa.br/
ChIJq2VyFsQzWpMRUAhbckp2F98,Refúgio Lúdico,"QS 1 - Rua 212 19 - Sala, 532 - 21 e 23 - Águas Claras, Brasília - DF, 71950-550, Brazil",Brasília,categoria_incompativel,toy_store;association_or_organization;store;point_of_interest;establishment,5,15,https://www.refugioludico.com.br/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3687029221556446695
ChIJvVgFnn8FbJIRzAg0sGuOoKk,Rei Da Variedade,"R. Dr. Moreira, 14 - Centro, Manaus - AM, 69005-250, Brazil",Manaus,sem_termo_chave,electronics_store;store;point_of_interest;establishment,4.6,99,
ChIJX0sGb3bxXpMRIGplcKaQaeQ,Reino Lúdico - Aluguel de Jogos de Tabuleiro,"Av. 136, 62 - St. Marista, Goiânia - GO, 74840-540, Brazil",Goiânia,categoria_incompativel,store;point_of_interest;association_or_organization;establishment,4.8,23,http://www.reinoludico.com.br/
ChIJFSqGZnzLJJMRNj1qxUF3P30,Renattinho_brand,"404 norte - alameda, 06 - lote 19 - Plano Diretor Norte, Palmas - TO, 77006-422, Brazil",Palmas,sem_termo_chave,association_or_organization;point_of_interest;establishment,,,
ChIJNUG7NCA6jgcRAv7ubjdJixU,Resenha Bar e Churrascaria,"Av. Jóquei Clube, 1980 - Jockey Clube, Teresina - PI, 64049-240, Brazil",Teresina,sem_termo_chave,bar;cocktail_bar;banquet_hall;barbecue_restaurant;event_venue;restaurant;food;point_of_interest;establishment,4.4,1243,https://instagram.com/resenhabarteresina
ChIJp-xYQFVEAQcRWUVppzNA8wo,Restaurante Barrica's,"Av. Álvaro Otacílio, 39 - Ponta Verde, Maceió - AL, 57035-180, Brazil",Maceió,sem_termo_chave,restaurant;meal_delivery;food_delivery;pizza_restaurant;point_of_interest;food;establishment,4.4,6015,https://www.facebook.com/Rest.BarricasPontaVerde/
ChIJ4Y7M96dFAQcRgd3v2p5uqUM,Restaurante Casa de Mainha | Self Service | Pajuçara,"R. Eng. Demócrito Sarmento Barroca, 80 - Pajuçara, Maceió - AL, 57030-500, Brazil",Maceió,sem_termo_chave,buffet_restaurant;restaurant;food;point_of_interest;establishment,4.5,8448,https://linklist.bio/casademainha?fbclid=PAZXh0bgNhZW0CMTEAAaciTbPWlfHSnPywYlIQb78gznEAzMTu8alieAP9MsGNwurGa_KR31MFZBsQfA_aem_fdiMsY3UgoyZ3mmSMRlpNA
ChIJ5yXUBMEYqwcRMuu9OjuN7KU,Restaurante Mustang,"R. José de Alencar, 44 - Boa Vista, Recife - PE, 50070-075, Brazil",Recife,sem_termo_chave,restaurant;pizza_restaurant;buffet_restaurant;seafood_restaurant;bar;point_of_interest;food;establishment,4.2,1692,https://app.anota.ai/m/BuhljiArw
ChIJp-sjPENVsgcRH4LPmRirmYs,Restaurante Pau Brasil,"R. Zumbí, 1900 - Candelária, Natal - RN, 59065-310, Brazil",Natal,sem_termo_chave,restaurant;bar;meal_delivery;food_delivery;food;point_of_interest;establishment,4.5,1963,http://paubrasilrestaurante.com.br/
ChIJbUnqnHPdrAcR42_sfoH2Zpo,Restaurante Reserve Garden - João Pessoa,"Av. Euzely Fabrício de Souza, 304 - Manaíra, João Pessoa - PB, 58038-410, Brazil",João Pessoa,sem_termo_chave,restaurant;coffee_shop;liquor_store;food_store;cafe;food;point_of_interest;store;establishment,4.4,2346,https://reservegarden.com.br/
ChIJN3GsWgDdrAcReqslaEjTzeM,Retro Round - Bar e Fliperama,"Av. Sen. Ruy Carneiro, 648 - Manaíra, João Pessoa - PB, 58032-101, Brazil",João Pessoa,sem_termo_chave,bar;point_of_interest;establishment,4.2,67,
ChIJW2mX-zgbbJIR5cMrox3-3uc,Retrô Bar,"Av. Guilherme Paraense, 160 - Lj 8 - Adrianópolis, Manaus - AM, 69057-082, Brazil",Manaus,sem_termo_chave,cocktail_bar;hamburger_restaurant;gastropub;bar;american_restaurant;restaurant;food;point_of_interest;establishment,4.4,58,https://instagram.com/retrobar_manaus?igshid=OGQ5ZDc2ODk2ZA==
ChIJGZqe4nFFAQcROKyoXPArrvM,Rex Bar,"R. Sá e Albuquerque, 674 - Jaraguá, Maceió - AL, 57022-180, Brazil",Maceió,sem_termo_chave,bar;point_of_interest;establishment,4.3,1173,
ChIJtUyQw6ZIxwcRFQVmvfG7eMM,Ri Happy,"Avenida Washington Soares, 85 Suc´s 230/A: 231/ A - Edson Queiroz, Fortaleza - CE, 60810-060, Brazil",Fortaleza,sem_termo_chave,toy_store;point_of_interest;store;establishment,4.4,954,http://www.rihappy.com.br/
ChIJDWRYjTuKpJIRdvTtgJ7t764,Ri Happy Toys,"Rod. dos Trabalhadores, 37/38 - Parque Verde, Belém - PA, 66635-894, Brazil",Belém,sem_termo_chave,toy_store;store;point_of_interest;establishment,4.4,1265,http://www.rihappy.com.br/
ChIJKY4P8vfCrAcRj_8Xi7hrzbE,Ri Happy Toys,"Avenida Hílton Souto Maior, 1 - S/N ÂNCORA, 03 - 1º PAVIMENTO - Mangabeira, João Pessoa - PB, 58055-018, Brazil",João Pessoa,sem_termo_chave,toy_store;store;point_of_interest;establishment,4.5,1640,http://www.rihappy.com.br/
ChIJcX0GuurohpQRsxIA5vn06HI,Ri Happy Toys,"Av. Afonso Pena, 4909 - Loja 107 - Piso afonso pena - Santa Fe, Campo Grande - MS, 79031-900, Brazil",Campo Grande,sem_termo_chave,toy_store;point_of_interest;store;establishment,4.4,1562,http://www.rihappy.com.br/
ChIJf06WlTsfqwcRvkLnJVJ6nX0,Ri Happy Toys,"Av. República do Líbano, 251 - Lj 1004// 1011 - Pina, Recife - PE, 51110-160, Brazil",Recife,sem_termo_chave,toy_store;store;point_of_interest;establishment,4.5,2052,http://www.rihappy.com.br/
ChIJlz6JnRfLJJMRWukbR0XIaTA,Ri Happy Toys,"QUADRA 107 NORTE AV. JK ESQUINA COM NS 05 S/Nº - MEGA SATÉLITE 78, NÍVEL TÉRREO L1 - Plano Diretor Norte, Palmas - TO, 77001-080, Brazil",Palmas,sem_termo_chave,toy_store;store;point_of_interest;establishment,4.2,867,http://www.rihappy.com.br/
ChIJsQAebvp4GZURq9U8W7FqO1c,Ri Happy Toys,"Av. Borges de Medeiros, 1181 - Piso 1 - Praia de Belas, Porto Alegre - RS, 90110-001, Brazil",Porto Alegre,categoria_incompativel,toy_store;store;point_of_interest;establishment,4.4,1308,http://rihappy.com.br/
ChIJ8ZWHFlEDFgcR_tBMX9trpaw,Rio Vermelho Bar,"Largo de Santana, 4 - Rio Vermelho, Salvador - BA, 41940-100, Brazil",Salvador,sem_termo_chave,cocktail_bar;bar;restaurant;food;point_of_interest;establishment,3.9,1044,https://www.instagram.com/copito.bar/
ChIJRXxg7DsfqwcRTWwjGuZLtPk,RioMar Recife,"Av. República do Líbano, 251 - Pina, Recife - PE, 51110-160, Brazil",Recife,sem_termo_chave,shopping_mall;point_of_interest;establishment,4.7,93111,https://riomarrecife.com.br/
ChIJV8s1AvI5jgcRg-K6DIg_AiU,Riverside Shopping,"Av. Ininga, 1201 - Jóquei, Teresina - PI, 64048-110, Brazil",Teresina,sem_termo_chave,shopping_mall;point_of_interest;establishment,4.3,13839,http://www.shoppingriverside.com/
ChIJ3Qar76QYqwcRaFzRzabxg4Q,Rock & Ribs Lounge Pub - Marco Zero - Recife/PE,"Av. Alfredo Lisboa, S/N - Loja 11 Arm 12 - Recife, PE, 50030-150, Brazil",Recife,sem_termo_chave,restaurant;hamburger_restaurant;live_music_venue;bar;event_venue;american_restaurant;point_of_interest;food;establishment,4.5,10174,https://www.stormcard.app/rockribs
ChIJd3ynKDCbpgARrK9b9Ya4nG8,Rooftop Games,"Centro, Belo Horizonte - Minas Gerais, 30110-002, Brazil",Belo Horizonte,categoria_incompativel,point_of_interest;association_or_organization;establishment,,,
ChIJZ9sRIiA5jgcRrIabkkmUgsA,Roots Rock Pub,"Av. Nossa Sra. de Fátima, 623 - Jóquei, Teresina - PI, 64048-180, Brazil",Teresina,sem_termo_chave,gastropub;bar;restaurant;food;point_of_interest;establishment,4.4,206,
ChIJ9Z4ywrTl3JQRlvEPayNbGyI,Rua Pub,"R. Des. Westphalen, 1504 - Rebouças, Curitiba - PR, 80230-100, Brazil",Curitiba,sem_termo_chave,cocktail_bar;bar;point_of_interest;establishment,4.7,1018,
ChIJfeidF--XpgARKeL_7aduyKE,Rust Music Bar,"Av. Professor Mário Werneck, 50 - Estoril, Belo Horizonte - MG, 30455-610, Brazil",Belo Horizonte,sem_termo_chave,night_club;point_of_interest;establishment,4.1,1119,http://www.rustmusicbar.com.br/
ChIJMVseeVzj3JQRf9QL83-tDXo,Ruína Bar,"Alameda Dr. Carlos de Carvalho, 1166 - Bigorrilho, Curitiba - PR, 80730-201, Brazil",Curitiba,sem_termo_chave,bar;point_of_interest;establishment,4.8,1450,http://www.instagram.com/ruinabar
ChIJrw6iDoPdrAcRxuSSJlYpHwI,SEU BAR,"Av. Guarabira - Manaíra, João Pessoa - PB, 58038-142, Brazil",João Pessoa,sem_termo_chave,cocktail_bar;bar;point_of_interest;establishment,3.6,44,
ChIJ_S4eaAzx3JQRmGn0sZGSqts,SJPlay Board Games (Aluguel de Jogos de Tabuleiro em São José dos Pinhais),"Rua: Profª Lourdes Grutter Bonin, 1182 - Parque da Fonte, São José dos Pinhais - PR, 83050-140, Brazil",Curitiba,categoria_incompativel,point_of_interest;association_or_organization;establishment,5,27,https://www.sjplay.com.br/
ChIJUxnUuJ-WpgAROa_q4X_wM9w,SMILE RECREAÇÔES | Locação de brinquedos e Recreação infantil BH,"R. Dorvalina de Carvalho Rezende, 130 - São João Batista, Belo Horizonte - MG, 31510-510, Brazil",Belo Horizonte,categoria_incompativel,service;point_of_interest;establishment,4.5,159,http://www.smilerecreacoes.com.br/
ChIJmePvcAAFbJIRrsOpJwCGFzM,SNOOPY BAR OFICIAL,"Av. Japurá, 631 - Centro, Manaus - AM, 69025-020, Brazil",Manaus,sem_termo_chave,bar;live_music_venue;event_venue;point_of_interest;establishment,4.6,49,
ChIJb4vvqcddMpIRA2Kkkv7eTGg,SPACE GAMER & ESCOLA MEGAMENTE - LOJA E ESPAÇO GAMER,"Av. Rio Madeira, 3288 - (Shopping - Flodoaldo Pontes Pinto, Porto Velho - RO, 76820-408, Brazil",Porto Velho,categoria_incompativel,educational_institution;service;store;point_of_interest;establishment,4.4,27,
ChIJPZpkAPUXuAARLwMHgUMEB1k,Sabor da Cachaça,"Av. Dante Michelini, 775 - Bl A Lj 03 - Jardim da Penha, Vitória - ES, 29060-235, Brazil",Vitória,sem_termo_chave,cocktail_bar;bar;restaurant;food;point_of_interest;establishment,4.5,815,https://www.instagram.com/sabordacachaca/
